crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH
Tapioca,2013,Whole Year ,Karnataka,772.0,6751,111546.28,208.44,8.904444444,23.6,878.57,68.73,72,42,25,6.9
Banana,2013,Whole Year ,Kerala,62261.0,531299,8996091.89,16810.47,8.377857143,26.95,1766.57,79.46,65,28,50,5.7
Coconut ,2013,Whole Year ,Kerala,808647.0,5921000000,116841405.0,218334.69,6785.354286,26.95,1766.57,79.46,65,28,50,5.7
Garlic,2013,Whole Year ,Kerala,146.0,1314,21095.54,39.42,9.0,26.95,1766.57,79.46,65,28,50,5.7
Potato,2013,Whole Year ,Kerala,759.0,14846,109667.91,204.93,19.56,26.95,1766.57,79.46,65,28,50,5.7
Sugarcane,2013,Whole Year ,Kerala,2210.29,221520,319364.8021,596.7783,59.56181818,26.95,1766.57,79.46,65,28,50,5.7
Sweet potato,2013,Whole Year ,Kerala,330.0,5451,47681.7,89.1,14.14285714,26.95,1766.57,79.46,65,28,50,5.7
Tapioca,2013,Whole Year ,Kerala,67589.0,2473070,9765934.61,18249.03,36.01214286,26.95,1766.57,79.46,65,28,50,5.7
Banana,2013,Kharif     ,Meghalaya,7039.0,86432,1017065.11,1900.53,10.12363636,18.22,2467.09,80.52,52,16,33,5.6
Ginger,2013,Kharif     ,Meghalaya,9752.0,63251,1409066.48,2633.04,9.559090909,18.22,2467.09,80.52,52,16,33,5.6
Jute,2013,Kharif     ,Meghalaya,6500.0,65542,939185.0,1755.0,9.706,18.22,2467.09,80.52,52,16,33,5.6
Mesta,2013,Kharif     ,Meghalaya,4475.0,26228,646592.75,1208.25,6.042,18.22,2467.09,80.52,52,16,33,5.6
Potato,2013,Whole Year ,Meghalaya,18449.0,181813,2665696.01,4981.23,7.969090909,18.22,2467.09,80.52,52,16,33,5.6
Tapioca,2013,Kharif     ,Meghalaya,5298.0,31947,765508.02,1430.46,6.927272727,18.22,2467.09,80.52,52,16,33,5.6
Turmeric,2013,Whole Year ,Meghalaya,2465.0,15126,356167.85,665.55,5.89,18.22,2467.09,80.52,52,16,33,5.6
Banana,2013,Whole Year ,Tamil Nadu,92463.0,3840375,13359978.87,24965.01,42.13096774,27.79,1023.06,72.75,80,38,30,6.6
Coconut ,2013,Whole Year ,Tamil Nadu,428538.0,4668000000,61919455.62,115705.26,9606.394516,27.79,1023.06,72.75,80,38,30,6.6
Ginger,2013,Whole Year ,Tamil Nadu,304.0,2117,43924.96,82.08,6.993333333,27.79,1023.06,72.75,80,38,30,6.6
Maize,2013,Kharif     ,Tamil Nadu,223113.0,1458297,32237597.37,60240.51,6.161111111,27.79,1023.06,72.75,80,38,30,6.6
Maize,2013,Rabi       ,Tamil Nadu,157316.0,786919,22730588.84,42475.32,5.431724138,27.79,1023.06,72.75,80,38,30,6.6
Onion,2013,Kharif     ,Tamil Nadu,9104.0,105866,1315436.96,2458.08,11.31961538,27.79,1023.06,72.75,80,38,30,6.6
Onion,2013,Rabi       ,Tamil Nadu,15883.0,134505,2294934.67,4288.41,8.304615385,27.79,1023.06,72.75,80,38,30,6.6
Potato,2013,Kharif     ,Tamil Nadu,3875.0,70206,559898.75,1046.25,18.37333333,27.79,1023.06,72.75,80,38,30,6.6
Potato,2013,Rabi       ,Tamil Nadu,2044.0,52531,295337.56,551.88,24.145,27.79,1023.06,72.75,80,38,30,6.6
Sugarcane,2013,Whole Year ,Tamil Nadu,313343.0,32454135,45274930.07,84602.61,97.58677419,27.79,1023.06,72.75,80,38,30,6.6
Sweet potato,2013,Whole Year ,Tamil Nadu,592.0,12496,85538.08,159.84,22.102,27.79,1023.06,72.75,80,38,30,6.6
Tapioca,2013,Whole Year ,Tamil Nadu,83526.0,2499280,12068671.74,22552.02,32.50806452,27.79,1023.06,72.75,80,38,30,6.6
Banana,2014,Whole Year ,Andhra Pradesh,61607.0,1945126,9300192.72,20330.31,31.49384615,28.18,749.08,66.95,78,45,22,6.8
Coconut ,2014,Whole Year ,Andhra Pradesh,99097.0,1447900000,14959683.12,32702.01,12941.33667,28.18,749.08,66.95,78,45,22,6.8
Dry chillies,2014,Kharif     ,Andhra Pradesh,109316.0,614517,16502343.36,36074.28,5.321,28.18,749.08,66.95,78,45,22,6.8
Maize,2014,Rabi       ,Andhra Pradesh,203463.0,1609315,30714774.48,67142.79,7.481538462,28.18,749.08,66.95,78,45,22,6.8
Mesta,2014,Kharif     ,Andhra Pradesh,6637.0,47061,1001921.52,2190.21,7.143333333,28.18,749.08,66.95,78,45,22,6.8
Mesta,2014,Rabi       ,Andhra Pradesh,52.0,355,7849.92,17.16,6.83,28.18,749.08,66.95,78,45,22,6.8
Onion,2014,Kharif     ,Andhra Pradesh,29445.0,540640,4445017.2,9716.85,17.84545455,28.18,749.08,66.95,78,45,22,6.8
Onion,2014,Rabi       ,Andhra Pradesh,3983.0,85150,601273.68,1314.39,19.12090909,28.18,749.08,66.95,78,45,22,6.8
Potato,2014,Kharif     ,Andhra Pradesh,351.0,6055,52986.96,115.83,17.6225,28.18,749.08,66.95,78,45,22,6.8
Potato,2014,Rabi       ,Andhra Pradesh,1034.0,17881,156092.64,341.22,17.564,28.18,749.08,66.95,78,45,22,6.8
Sugarcane,2014,Whole Year ,Andhra Pradesh,139226.0,10002941,21017556.96,45944.58,81.93615385,28.18,749.08,66.95,78,45,22,6.8
Sweet potato,2014,Kharif     ,Andhra Pradesh,103.0,1146,15548.88,33.99,10.885,28.18,749.08,66.95,78,45,22,6.8
Sweet potato,2014,Rabi       ,Andhra Pradesh,674.0,7428,101747.04,222.42,10.783,28.18,749.08,66.95,78,45,22,6.8
Tapioca,2014,Kharif     ,Andhra Pradesh,10736.0,210558,1620706.56,3542.88,18.75,28.18,749.08,66.95,78,45,22,6.8
Tobacco,2014,Kharif     ,Andhra Pradesh,19733.0,152700,2978893.68,6511.89,6.8325,28.18,749.08,66.95,78,45,22,6.8
other oilseeds,2014,Kharif     ,Andhra Pradesh,60992.0,1307544,9207352.32,20127.36,16.19272727,28.18,749.08,66.95,78,45,22,6.8
Banana,2014,Whole Year ,Assam,51279.0,865669,7741077.84,16922.07,16.40037037,23.51,1623.83,75.27,60,18,38,5.8
Coconut ,2014,Whole Year ,Assam,20340.0,139518000,3070526.4,6712.2,6784.791481,23.51,1623.83,75.27,60,18,38,5.8
Ginger,2014,Whole Year ,Assam,16525.0,142093,2494614.0,5453.25,8.160740741,23.51,1623.83,75.27,60,18,38,5.8
Jute,2014,Kharif     ,Assam,70403.0,767548,10628036.88,23232.99,10.46592593,23.51,1623.83,75.27,60,18,38,5.8
Mesta,2014,Kharif     ,Assam,4599.0,25716,694265.04,1517.67,5.331153846,23.51,1623.83,75.27,60,18,38,5.8
Potato,2014,Whole Year ,Assam,104521.0,783768,15778490.16,34491.93,7.653703704,23.51,1623.83,75.27,60,18,38,5.8
Sugarcane,2014,Whole Year ,Assam,29900.0,1099134,4513704.0,9867.0,36.59814815,23.51,1623.83,75.27,60,18,38,5.8
Sweet potato,2014,Whole Year ,Assam,6213.0,32858,937914.48,2050.29,5.173333333,23.51,1623.83,75.27,60,18,38,5.8
Tapioca,2014,Whole Year ,Assam,3301.0,30090,498318.96,1089.33,8.383461538,23.51,1623.83,75.27,60,18,38,5.8
Banana,2014,Whole Year ,Goa,2380.0,26882,359284.8,785.4,11.29,27.59,2194.71,72.99,65,25,45,6.2
Coconut ,2014,Whole Year ,Goa,25786.0,127800000,3892654.56,8509.38,4955.305,27.59,2194.71,72.99,65,25,45,6.2
Sugarcane,2014,Whole Year ,Goa,808.0,49215,121975.68,266.64,54.35,27.59,2194.71,72.99,65,25,45,6.2
Arecanut,2014,Whole Year ,Karnataka,235774.0,2181441,35592443.04,77805.42,9.524545455,24.06,605.9,64.95,72,42,25,6.9
Coconut ,2014,Whole Year ,Karnataka,440514.0,3931007000,66499993.44,145369.62,9449.426667,24.06,605.9,64.95,72,42,25,6.9
Ginger,2014,Whole Year ,Karnataka,30787.0,894354,4647605.52,10159.71,28.71863636,24.06,605.9,64.95,72,42,25,6.9
Onion,2014,Kharif     ,Karnataka,165553.0,850280,24991880.88,54632.49,5.48,24.06,605.9,64.95,72,42,25,6.9
Onion,2014,Rabi       ,Karnataka,13779.0,91319,2080077.84,4547.07,7.599090909,24.06,605.9,64.95,72,42,25,6.9
Onion,2014,Summer     ,Karnataka,5782.0,28365,872850.72,1908.06,5.114090909,24.06,605.9,64.95,72,42,25,6.9
Potato,2014,Kharif     ,Karnataka,33572.0,206657,5068029.12,11078.76,6.655555556,24.06,605.9,64.95,72,42,25,6.9
Potato,2014,Rabi       ,Karnataka,7334.0,112971,1107140.64,2420.22,15.352,24.06,605.9,64.95,72,42,25,6.9
Potato,2014,Summer     ,Karnataka,562.0,7705,84839.52,185.46,13.72166667,24.06,605.9,64.95,72,42,25,6.9
Sugarcane,2014,Whole Year ,Karnataka,480222.0,43838057,72494313.12,158473.26,92.69038462,24.06,605.9,64.95,72,42,25,6.9
Sweet potato,2014,Whole Year ,Karnataka,3385.0,57413,510999.6,1117.05,16.24142857,24.06,605.9,64.95,72,42,25,6.9
Tapioca,2014,Whole Year ,Karnataka,730.0,6557,110200.8,240.9,9.176666667,24.06,605.9,64.95,72,42,25,6.9
Turmeric,2014,Whole Year ,Karnataka,12824.0,76777,1935911.04,4231.92,5.373684211,24.06,605.9,64.95,72,42,25,6.9
Banana,2014,Whole Year ,Kerala,61936.0,545431,9349858.56,20438.88,8.282857143,27.01,1901.93,80.06,65,28,50,5.7
Coconut ,2014,Whole Year ,Kerala,793856.0,5947000000,119840501.8,261972.48,6883.315,27.01,1901.93,80.06,65,28,50,5.7
Garlic,2014,Whole Year ,Kerala,75.0,625,11322.0,24.75,8.33,27.01,1901.93,80.06,65,28,50,5.7
Potato,2014,Whole Year ,Kerala,852.0,15811,128617.92,281.16,18.56,27.01,1901.93,80.06,65,28,50,5.7
Sugarcane,2014,Whole Year ,Kerala,1517.06,148530,229015.3776,500.6298,45.05384615,27.01,1901.93,80.06,65,28,50,5.7
Sweet potato,2014,Whole Year ,Kerala,361.0,5123,54496.56,119.13,13.18642857,27.01,1901.93,80.06,65,28,50,5.7
Tapioca,2014,Whole Year ,Kerala,75493.0,2943919,11396423.28,24912.69,38.105,27.01,1901.93,80.06,65,28,50,5.7
Banana,2014,Kharif     ,Meghalaya,7072.0,87186,1067589.12,2333.76,10.16727273,18.24,2285.61,80.91,52,16,33,5.6
Ginger,2014,Kharif     ,Meghalaya,9777.0,63555,1475935.92,3226.41,9.29,18.24,2285.61,80.91,52,16,33,5.6
Jute,2014,Kharif     ,Meghalaya,6590.0,66256,994826.4,2174.7,9.78,18.24,2285.61,80.91,52,16,33,5.6
Mesta,2014,Kharif     ,Meghalaya,4496.0,26384,678716.16,1483.68,6.07,18.24,2285.61,80.91,52,16,33,5.6
Onion,2014,Rabi       ,Meghalaya,499.0,4231,75329.04,164.67,8.006,18.24,2285.61,80.91,52,16,33,5.6
Potato,2014,Summer     ,Meghalaya,12435.0,139328,1877187.6,4103.55,8.149090909,18.24,2285.61,80.91,52,16,33,5.6
Potato,2014,Winter     ,Meghalaya,6038.0,42957,911496.48,1992.54,6.598181818,18.24,2285.61,80.91,52,16,33,5.6
Tapioca,2014,Kharif     ,Meghalaya,5349.0,32551,807485.04,1765.17,6.94,18.24,2285.61,80.91,52,16,33,5.6
Turmeric,2014,Whole Year ,Meghalaya,2516.0,15671,379815.36,830.28,5.997272727,18.24,2285.61,80.91,52,16,33,5.6
Banana,2014,Whole Year ,Tamil Nadu,91410.0,3725937,13799253.6,30165.3,42.5,27.98,1096.01,71.05,80,38,30,6.6
Coconut ,2014,Whole Year ,Tamil Nadu,427841.0,4986500000,64586877.36,141187.53,10713.87226,27.98,1096.01,71.05,80,38,30,6.6
Maize,2014,Kharif     ,Tamil Nadu,191481.0,1663616,28905971.76,63188.73,8.406538462,27.98,1096.01,71.05,80,38,30,6.6
Maize,2014,Rabi       ,Tamil Nadu,130471.0,984135,19695902.16,43055.43,7.637586207,27.98,1096.01,71.05,80,38,30,6.6
Onion,2014,Kharif     ,Tamil Nadu,11835.0,100221,1786611.6,3905.55,8.114074074,27.98,1096.01,71.05,80,38,30,6.6
Onion,2014,Rabi       ,Tamil Nadu,16270.0,140110,2456119.2,5369.1,8.551111111,27.98,1096.01,71.05,80,38,30,6.6
Potato,2014,Kharif     ,Tamil Nadu,3018.0,68463,455597.28,995.94,21.70833333,27.98,1096.01,71.05,80,38,30,6.6
Potato,2014,Rabi       ,Tamil Nadu,1719.0,43468,259500.24,567.27,22.54,27.98,1096.01,71.05,80,38,30,6.6
Sugarcane,2014,Whole Year ,Tamil Nadu,263066.0,28092784,39712443.36,86811.78,99.26033333,27.98,1096.01,71.05,80,38,30,6.6
Sweet potato,2014,Whole Year ,Tamil Nadu,631.0,11094,95255.76,208.23,17.51894737,27.98,1096.01,71.05,80,38,30,6.6
Tapioca,2014,Whole Year ,Tamil Nadu,87924.0,2851761,13273007.04,29014.92,35.751,27.98,1096.01,71.05,80,38,30,6.6
Banana,2015,Whole Year ,Andhra Pradesh,59428.0,2322913,9384275.48,19611.24,39.59461538,28.21,824.0,67.96,78,45,22,6.8
Coconut ,2015,Whole Year ,Andhra Pradesh,103948.0,1427745000,16414428.68,34302.84,12616.92333,28.21,824.0,67.96,78,45,22,6.8
Maize,2015,Rabi       ,Andhra Pradesh,157628.0,1135482,24891037.48,52017.24,5.915384615,28.21,824.0,67.96,78,45,22,6.8
Mesta,2015,Kharif     ,Andhra Pradesh,5355.0,44366,845608.05,1767.15,8.23,28.21,824.0,67.96,78,45,22,6.8
Mesta,2015,Rabi       ,Andhra Pradesh,15.0,140,2368.65,4.95,9.33,28.21,824.0,67.96,78,45,22,6.8
Oilseeds total,2015,Kharif     ,Andhra Pradesh,849779.0,1945561,134188601.9,280427.07,5.453076923,28.21,824.0,67.96,78,45,22,6.8
Onion,2015,Kharif     ,Andhra Pradesh,33867.0,573224,5347937.97,11176.11,16.65909091,28.21,824.0,67.96,78,45,22,6.8
Onion,2015,Rabi       ,Andhra Pradesh,7375.0,122524,1164586.25,2433.75,14.99583333,28.21,824.0,67.96,78,45,22,6.8
Potato,2015,Kharif     ,Andhra Pradesh,574.0,7851,90640.34,189.42,7.96,28.21,824.0,67.96,78,45,22,6.8
Potato,2015,Rabi       ,Andhra Pradesh,1472.0,17105,232443.52,485.76,8.875,28.21,824.0,67.96,78,45,22,6.8
Sugarcane,2015,Whole Year ,Andhra Pradesh,121685.0,9353418,19215278.35,40156.05,85.06461538,28.21,824.0,67.96,78,45,22,6.8
Sweet potato,2015,Kharif     ,Andhra Pradesh,135.0,1310,21317.85,44.55,11.0375,28.21,824.0,67.96,78,45,22,6.8
Sweet potato,2015,Rabi       ,Andhra Pradesh,457.0,5575,72164.87,150.81,11.82090909,28.21,824.0,67.96,78,45,22,6.8
Tapioca,2015,Kharif     ,Andhra Pradesh,8572.0,111270,1353604.52,2828.76,14.00333333,28.21,824.0,67.96,78,45,22,6.8
Tapioca,2015,Rabi       ,Andhra Pradesh,61.0,763,9632.51,20.13,11.06,28.21,824.0,67.96,78,45,22,6.8
Tobacco,2015,Kharif     ,Andhra Pradesh,19100.0,128256,3016081.0,6303.0,5.955263158,28.21,824.0,67.96,78,45,22,6.8
Banana,2015,Kharif     ,Puducherry,246.0,6235,38845.86,81.18,15.98666667,28.11,1567.72,75.71,88,55,40,7.0
Coconut ,2015,Whole Year ,Puducherry,1941.0,28632000,306503.31,640.53,12467.6075,28.11,1567.72,75.71,88,55,40,7.0
Dry chillies,2015,Rabi       ,Puducherry,3.0,30,473.73,0.99,10.0,28.11,1567.72,75.71,88,55,40,7.0
Onion,2015,Summer     ,Puducherry,1.0,6,157.91,0.33,6.0,28.11,1567.72,75.71,88,55,40,7.0
Sugarcane,2015,Kharif     ,Puducherry,1821.0,213968,287554.11,600.93,117.5,28.11,1567.72,75.71,88,55,40,7.0
Sweet potato,2015,Kharif     ,Puducherry,5.0,73,789.55,1.65,14.6,28.11,1567.72,75.71,88,55,40,7.0
Sweet potato,2015,Rabi       ,Puducherry,3.0,34,473.73,0.99,11.33,28.11,1567.72,75.71,88,55,40,7.0
Tapioca,2015,Rabi       ,Puducherry,209.0,4388,33003.19,68.97,30.17,28.11,1567.72,75.71,88,55,40,7.0
Tobacco,2015,Rabi       ,Puducherry,209.0,4388,33003.19,68.97,30.17,28.11,1567.72,75.71,88,55,40,7.0
Banana,2015,Whole Year ,Assam,51103.0,882706,8069674.73,16863.99,16.6337037,23.56,2064.92,77.16,60,18,38,5.8
Coconut ,2015,Whole Year ,Assam,20602.0,154656000,3253261.82,6798.66,7708.538889,23.56,2064.92,77.16,60,18,38,5.8
Ginger,2015,Whole Year ,Assam,16306.0,141441,2574880.46,5380.98,8.173333333,23.56,2064.92,77.16,60,18,38,5.8
Jute,2015,Kharif     ,Assam,72128.0,865805,11389732.48,23802.24,11.72703704,23.56,2064.92,77.16,60,18,38,5.8
Mesta,2015,Kharif     ,Assam,4304.0,28260,679644.64,1420.32,6.224230769,23.56,2064.92,77.16,60,18,38,5.8
Onion,2015,Whole Year ,Assam,8503.0,80339,1342708.73,2805.99,6.916296296,23.56,2064.92,77.16,60,18,38,5.8
Potato,2015,Whole Year ,Assam,103812.0,694002,16392952.92,34257.96,6.482962963,23.56,2064.92,77.16,60,18,38,5.8
Sugarcane,2015,Whole Year ,Assam,29460.0,1038329,4652028.6,9721.8,35.5662963,23.56,2064.92,77.16,60,18,38,5.8
Sweet potato,2015,Whole Year ,Assam,5436.0,29339,858398.76,1793.88,5.399259259,23.56,2064.92,77.16,60,18,38,5.8
Tapioca,2015,Whole Year ,Assam,3177.0,29139,501680.07,1048.41,8.456538462,23.56,2064.92,77.16,60,18,38,5.8
Banana,2015,Kharif     ,Meghalaya,7112.0,88709,1123055.92,2346.96,10.28909091,18.19,2901.61,83.59,52,16,33,5.6
Ginger,2015,Kharif     ,Meghalaya,9911.0,65979,1565046.01,3270.63,9.690909091,18.19,2901.61,83.59,52,16,33,5.6
Jute,2015,Kharif     ,Meghalaya,6659.0,68281,1051522.69,2197.47,9.91,18.19,2901.61,83.59,52,16,33,5.6
Mesta,2015,Kharif     ,Meghalaya,4469.0,26263,705699.79,1474.77,6.104,18.19,2901.61,83.59,52,16,33,5.6
Onion,2015,Rabi       ,Meghalaya,521.0,4595,82271.11,171.93,8.331,18.19,2901.61,83.59,52,16,33,5.6
Potato,2015,Summer     ,Meghalaya,12498.0,140311,1973559.18,4124.34,8.179090909,18.19,2901.61,83.59,52,16,33,5.6
Potato,2015,Winter     ,Meghalaya,6063.0,43505,957408.33,2000.79,6.711818182,18.19,2901.61,83.59,52,16,33,5.6
Tapioca,2015,Kharif     ,Meghalaya,5414.0,33304,854924.74,1786.62,7.021818182,18.19,2901.61,83.59,52,16,33,5.6
Turmeric,2015,Whole Year ,Meghalaya,2577.0,16324,406934.07,850.41,6.138181818,18.19,2901.61,83.59,52,16,33,5.6
Banana,2015,Whole Year ,Goa,2414.0,27302,381194.74,796.62,11.315,27.72,1993.22,72.98,65,25,45,6.2
Coconut ,2015,Whole Year ,Goa,25818.0,129400000,4076920.38,8519.94,5011.155,27.72,1993.22,72.98,65,25,45,6.2
Sugarcane,2015,Whole Year ,Goa,1139.0,58077,179859.49,375.87,53.265,27.72,1993.22,72.98,65,25,45,6.2
Arecanut,2015,Whole Year ,Karnataka,247927.0,2430194,39150152.57,81815.91,10.21047619,23.87,824.43,67.37,72,42,25,6.9
Coconut ,2015,Whole Year ,Karnataka,441100.0,3688825000,69654101.0,145563.0,8706.411724,23.87,824.43,67.37,72,42,25,6.9
Ginger,2015,Whole Year ,Karnataka,29285.0,1093397,4624394.35,9664.05,36.35782609,23.87,824.43,67.37,72,42,25,6.9
Onion,2015,Rabi       ,Karnataka,15694.0,88814,2478239.54,5179.02,6.207083333,23.87,824.43,67.37,72,42,25,6.9
Potato,2015,Rabi       ,Karnataka,6029.0,90778,952039.39,1989.57,14.405,23.87,824.43,67.37,72,42,25,6.9
Potato,2015,Summer     ,Karnataka,464.0,7517,73270.24,153.12,15.74090909,23.87,824.43,67.37,72,42,25,6.9
Sugarcane,2015,Whole Year ,Karnataka,449586.0,36314129,70994125.26,148363.38,85.546,23.87,824.43,67.37,72,42,25,6.9
Sweet potato,2015,Whole Year ,Karnataka,3207.0,50994,506417.37,1058.31,14.82866667,23.87,824.43,67.37,72,42,25,6.9
Tapioca,2015,Whole Year ,Karnataka,1277.0,9560,201651.07,421.41,7.701818182,23.87,824.43,67.37,72,42,25,6.9
Banana,2015,Whole Year ,Kerala,59834.61,536155,9448483.265,19745.4213,8.779285714,27.01,2093.51,81.07,65,28,50,5.7
Coconut ,2015,Whole Year ,Kerala,790223.0,5873000000,124784113.9,260773.59,6721.946429,27.01,2093.51,81.07,65,28,50,5.7
Garlic,2015,Whole Year ,Kerala,62.0,375,9790.42,20.46,6.05,27.01,2093.51,81.07,65,28,50,5.7
Potato,2015,Whole Year ,Kerala,491.0,6581,77533.81,162.03,7.215,27.01,2093.51,81.07,65,28,50,5.7
Sugarcane,2015,Whole Year ,Kerala,1361.588,138125,215008.3611,449.32404,42.25571429,27.01,2093.51,81.07,65,28,50,5.7
Sweet potato,2015,Whole Year ,Kerala,279.0,3922,44056.89,92.07,13.18642857,27.01,2093.51,81.07,65,28,50,5.7
Tapioca,2015,Whole Year ,Kerala,69404.71,2662610,10959697.76,22903.5543,38.13857143,27.01,2093.51,81.07,65,28,50,5.7
Banana,2015,Whole Year ,Tamil Nadu,94214.0,3610173,14877332.74,31090.62,38.35645161,27.87,1961.46,73.24,80,38,30,6.6
Coconut ,2015,Whole Year ,Tamil Nadu,434875.0,5962500000,68671111.25,143508.75,11907.64581,27.87,1961.46,73.24,80,38,30,6.6
Ginger,2015,Whole Year ,Tamil Nadu,390.0,3448,61584.9,128.7,8.910833333,27.87,1961.46,73.24,80,38,30,6.6
Maize,2015,Kharif     ,Tamil Nadu,201750.0,1483163,31858342.5,66577.5,7.782,27.87,1961.46,73.24,80,38,30,6.6
Maize,2015,Rabi       ,Tamil Nadu,153314.0,1049167,24209813.74,50593.62,6.849655172,27.87,1961.46,73.24,80,38,30,6.6
Onion,2015,Kharif     ,Tamil Nadu,16013.0,154375,2528612.83,5284.29,9.524166667,27.87,1961.46,73.24,80,38,30,6.6
Onion,2015,Rabi       ,Tamil Nadu,19796.0,128339,3125986.36,6532.68,6.711071429,27.87,1961.46,73.24,80,38,30,6.6
Potato,2015,Kharif     ,Tamil Nadu,3235.0,65799,510838.85,1067.55,20.9825,27.87,1961.46,73.24,80,38,30,6.6
Potato,2015,Rabi       ,Tamil Nadu,1071.0,24164,169121.61,353.43,22.4075,27.87,1961.46,73.24,80,38,30,6.6
Sugarcane,2015,Whole Year ,Tamil Nadu,252272.0,25508824,39836271.52,83249.76,98.0,27.87,1961.46,73.24,80,38,30,6.6
Sweet potato,2015,Whole Year ,Tamil Nadu,586.0,9536,92535.26,193.38,17.21473684,27.87,1961.46,73.24,80,38,30,6.6
Tapioca,2015,Whole Year ,Tamil Nadu,86236.0,2366723,13617526.76,28457.88,30.10548387,27.87,1961.46,73.24,80,38,30,6.6
Banana,2016,Whole Year ,Andhra Pradesh,55743.0,2303705,8542614.75,19510.05,41.42769231,28.04,935.87,68.69,78,45,22,6.8
Coconut ,2016,Whole Year ,Andhra Pradesh,102548.0,1415300000,15715481.0,35891.8,13934.1225,28.04,935.87,68.69,78,45,22,6.8
Maize,2016,Rabi       ,Andhra Pradesh,164778.0,1298137,25252228.5,57672.3,6.493846154,28.04,935.87,68.69,78,45,22,6.8
Mesta,2016,Kharif     ,Andhra Pradesh,6702.0,63394,1027081.5,2345.7,9.31,28.04,935.87,68.69,78,45,22,6.8
Onion,2016,Kharif     ,Andhra Pradesh,32006.0,555944,4904919.5,11202.1,21.05416667,28.04,935.87,68.69,78,45,22,6.8
Onion,2016,Rabi       ,Andhra Pradesh,3511.0,77209,538060.75,1228.85,22.11,28.04,935.87,68.69,78,45,22,6.8
Potato,2016,Kharif     ,Andhra Pradesh,527.0,4751,80762.75,184.45,9.09,28.04,935.87,68.69,78,45,22,6.8
Potato,2016,Rabi       ,Andhra Pradesh,1164.0,10675,178383.0,407.4,9.715,28.04,935.87,68.69,78,45,22,6.8
Sugarcane,2016,Whole Year ,Andhra Pradesh,102732.0,7830250,15743679.0,35956.2,86.50846154,28.04,935.87,68.69,78,45,22,6.8
Sweet potato,2016,Kharif     ,Andhra Pradesh,149.0,2262,22834.25,52.15,14.88166667,28.04,935.87,68.69,78,45,22,6.8
Sweet potato,2016,Rabi       ,Andhra Pradesh,484.0,7431,74173.0,169.4,15.741,28.04,935.87,68.69,78,45,22,6.8
Tapioca,2016,Kharif     ,Andhra Pradesh,7122.0,83906,1091446.5,2492.7,13.00333333,28.04,935.87,68.69,78,45,22,6.8
Tapioca,2016,Rabi       ,Andhra Pradesh,19.0,189,2911.75,6.65,10.0875,28.04,935.87,68.69,78,45,22,6.8
Banana,2016,Kharif     ,Puducherry,252.0,3052,38619.0,88.2,13.02666667,28.23,765.27,74.08,88,55,40,7.0
Coconut ,2016,Whole Year ,Puducherry,1930.0,21737000,295772.5,675.5,10804.615,28.23,765.27,74.08,88,55,40,7.0
Dry chillies,2016,Rabi       ,Puducherry,4.0,26,613.0,1.4,6.5,28.23,765.27,74.08,88,55,40,7.0
Sugarcane,2016,Kharif     ,Puducherry,1677.0,209625,257000.25,586.95,125.0,28.23,765.27,74.08,88,55,40,7.0
Sweet potato,2016,Kharif     ,Puducherry,6.0,60,919.5,2.1,10.0,28.23,765.27,74.08,88,55,40,7.0
Tapioca,2016,Kharif     ,Puducherry,157.0,3215,24060.25,54.95,27.5,28.23,765.27,74.08,88,55,40,7.0
Tapioca,2016,Rabi       ,Puducherry,11.0,173,1685.75,3.85,15.73,28.23,765.27,74.08,88,55,40,7.0
Banana,2016,Whole Year ,Assam,49266.0,854853,7550014.5,17243.1,16.79111111,23.94,2251.68,77.39,60,18,38,5.8
Coconut ,2016,Whole Year ,Assam,20041.0,161658000,3071283.25,7014.35,8735.670741,23.94,2251.68,77.39,60,18,38,5.8
Ginger,2016,Whole Year ,Assam,17632.0,156662,2702104.0,6171.2,8.37,23.94,2251.68,77.39,60,18,38,5.8
Jute,2016,Kharif     ,Assam,75140.0,802705,11515205.0,26299.0,10.32555556,23.94,2251.68,77.39,60,18,38,5.8
Mesta,2016,Kharif     ,Assam,3544.0,21344,543118.0,1240.4,5.905384615,23.94,2251.68,77.39,60,18,38,5.8
Onion,2016,Whole Year ,Assam,8266.0,81282,1266764.5,2893.1,7.141111111,23.94,2251.68,77.39,60,18,38,5.8
Potato,2016,Whole Year ,Assam,106437.0,777829,16311470.25,37252.95,7.258518519,23.94,2251.68,77.39,60,18,38,5.8
Sugarcane,2016,Whole Year ,Assam,31383.0,1207167,4809444.75,10984.05,37.7337037,23.94,2251.68,77.39,60,18,38,5.8
Sweet potato,2016,Whole Year ,Assam,5254.0,28584,805175.5,1838.9,5.516296296,23.94,2251.68,77.39,60,18,38,5.8
Tapioca,2016,Whole Year ,Assam,3266.0,30050,500514.5,1143.1,8.355,23.94,2251.68,77.39,60,18,38,5.8
Banana,2016,Kharif     ,Meghalaya,7240.0,94295,1109530.0,2534.0,10.72545455,18.6,4088.19,84.09,52,16,33,5.6
Ginger,2016,Kharif     ,Meghalaya,9929.0,66055,1521619.25,3475.15,9.662727273,18.6,4088.19,84.09,52,16,33,5.6
Jute,2016,Kharif     ,Meghalaya,6665.0,68365,1021411.25,2332.75,9.924,18.6,4088.19,84.09,52,16,33,5.6
